label,text
From: Michael Crapo (Senator from Idaho),Watch Senator Mike Crapo question #IRS officials at @SenateFinance. #idpol http://t.co/laF29m9q8u - Staff
From: Alan Lowenthal (Representative from California),"Today, the world lost a poet, a leader, and a timeless icon. RIP Maya Angelou. http://t.co/Nxhu2Admif"
From: Dan Kildee (Representative from Michigan),WATCH: @RepDanKildee on House floor discussing bipartisan legislation to #renewUI ‰ Õ http://t.co/iYgGUEyGP3  #hope4jobs
From: Sean Maloney (Representative from New York),I'll be hosting a Facebook Town Hall tomorrow evening - what are your top questions? http://t.co/bt0H7yXuzz
From: Edward Whitfield (Representative from Kentucky),".@HHSGov has 64,750 employees.  0 can make it to testify @ tomorrow‰Ûªs #ClimateChange Hearing. http://t.co/KmehJoNhIv"
From: Mitch McConnell (Senator from Kentucky),"RT @StewSays: Next time POTUS claims he can't get #StudentLoans passed in the #Senate, he can blame @SenWarren (D-MASS.) who objected on De‰Û_"
From: Phil Roe (Representative from Tennessee),Great event in Kingsport today. Intended to educate veterans on support services offered in Northeast Tennessee. http://t.co/sv81l6VtfT
From: John Thune (Senator from South Dakota),"Welcome home to @SD_Guard‰Ûªs 1742nd Transportation Company. On behalf of all South Dakotans, thanks for all you do to keep America safe."
From: Rand Paul (Senator from Kentucky),"In an arena filled w/ attacks &amp; political destruction, it's refreshing for Sens. from the left &amp; right to join forces for justice. #passMJIA"
From: Tom Cotton (Representative from Arkansas),"RT @visitthecapitol: Today we remember Dr. Martin Luther King, Jr. on the anniversary of his passing, April 4, 1968. #MLK http://t.co/v4zFC‰Û_"
From: Grace Napolitano (Representative from California),"A fond and loving farewell to the 38th District. Thanks for your continued support, partnerships, and public service. http://t.co/seNZEdBy"
From: Dana Rohrabacher (Representative from California),@thevaliumsofa It was the right thing to do.
From: Betty McCollum (Representative from Minnesota),"We must keep the #economy strong, create good new #jobs, and give the poor a path out of poverty.  #SOTU #MiddleClass"
From: Dave Joyce (Representative from Ohio),Checking out the inventory at Mickey Thompson Tire. http://t.co/GI3joq94bx
From: John Shimkus (Representative from Illinois),Back at work in DC.  Just met with Matt Brown from Danville and Prairie Health Systems on Drug Courts http://t.co/JGZQxykCml
From: Paul Gosar (Representative from Arizona),I introduced a resolution in the House today in recognition of #SmallBusinessWeek. #shoplocal http://t.co/StNQtrMr3X
From: Tony Cardenas (Representative from California),"#tbt to 2008, when I led the adoption of LA's first mandatory spay and neuter law. Throughout my career, I've... http://t.co/1VJiCBISP6"
From: Tammy Baldwin (Senator from Wisconsin),#ACAWorks: More than 71K #Wisconsinites have signed up for coverage through the http://t.co/0v4eFdyQdF marketplace. #GetCovered
From: Kirsten Gillibrand (Senator from New York),V disappointed Senate blocked Student Loan Affordability Act to prevent student loan interest rates fr doubling on 7/1 #dontdoubletheirrates
From: Ted Cruz (Senator from Texas),Hope you‰Ûªll read &amp; RT latest op-ed in @usatoday! Ten critical priorities for the 2015 Congress: http://t.co/xDSDguSHBV
From: Lucille Roybal-Allard (Representative from California),My staff's at @ConventionLA giving info to seniors at Councilman Price's Seniors Celebrating Life Social Luncheon! http://t.co/uGAdWqkj3A
From: Xavier Becerra (Representative from California),"I‰Ûªm proud to stand with President Obama in Las Vegas, NV while he speaks on his #ImmigrationAction. The #TimeIsNow!"
From: Andy Barr (Representative from Kentucky),"A member of my staff is holding mobile office hours today in Lawrenceburg at the Anderson Cty Judge Exec Offc-137 S Main St, 10:30-11:30AM"
From: Brian Higgins (Representative from New York),A special thanks to @TSCWNY @americorps member London Lee who shared what it means to be in the ABLE prgm and the impact on students
From: Jim Langevin (Representative from Rhode Island),I am excited and honored to accept the Humane Champion award from the @HumaneSociety today for my support of animal protection legislation
From: Rand Paul (Senator from Kentucky),"""At issue is something that strikes at the very heart of who we are, what we believe &amp; what we have always stood for"" http://t.co/Abyv1a7p1e"
From: Ileana Ros-Lehtinen (Representative from Florida),.@UnivMiami faceoff biggest rivals @floridastate Seminoles! Impt game of the week as #CaneFam will b rooting 4 #TheU 2 #BeatFSU! #GoCanes!
From: Sheldon Whitehouse (Senator from Rhode Island),"Just taped an interview w/ @tjdelsanto about #NCA2014, a report on the ongoing effects of #climate change. Watch @WPRI at 5:15pm for more."
From: Ann Wagner (Representative from Missouri),Happy 45th anniversary to aunt Dor and uncle bill! http://t.co/EBEd2xElcX
From: Vicky Hartzler (Representative from Missouri),Today Army CSM Bennie Adkins &amp; SPC Four Donald Sloat receive the #MedalofHonor. May God bless them for their service. http://t.co/euHgoZlmbK
From: Cory Booker (Senator from New Jersey),RT @jimwallis: Important piece on #massincarceration &amp; #REDEEM by my colleague @LisaSHarper for @Sojourners http://t.co/6Bt1CoppNp @CoryBoo‰Û_
From: Thomas Carper (Senator from Delaware),GOP blocking budget conference boggles my mind. MT @SenateDems: Republicans wanted to pass budget thru regular order. http://t.co/9rJAEnK8bC
From: Martha Roby (Representative from Alabama),You can read my full statement on the passage of the Border Security Supplemental here: https://t.co/u63xbHJ2h8 #BorderCrisis
From: Doug Collins (Representative from Georgia),@CantwellPress please do the right thing and pass the House CR. Don't let Senator Reid shut down the gov't over #Obamacare. #SenateMustAct
From: Joe Manchin III (Senator from West Virginia),"Countdown 2 #WV150 #47days Randolph County: Stop by WV's oldest festival, the Mountain State Forest Festival http://t.co/jx68GbgCHZ #tourism"
From: John Dingell (Representative from Michigan),We're just 22 days until @umichfootball kickoff. Are you ready? #GoBlue http://t.co/GQNafKu0Kd
From: Jim Renacci (Representative from Ohio),ICYMI: The Record-Courier caught up with me at the Randolph Senior Center yesterday - read the story here: http://t.co/lZRSNbCZGK
From: Brian Higgins (Representative from New York),Project to turn Robert Moses Pkwy into Olmstedian Riverway supported by NYS &amp; over $1M in fed funds: http://t.co/5meRs7Dqbq
From: Steve Stockman (Representative from Texas),"The president is not a king. This is a constitutional republic, not a dictatorship. The president cannot void laws he doesn't want to follow"
From: Scott Peters (Representative from California),Introduced bill to extend R&amp;D tax credit. http://t.co/nk3EdylBSs Big econ bnfts http://t.co/x6ovtgE3pn via @bradplumer in @washingtonpost
From: Scott Garrett (Representative from New Jersey),"Today, the House voted to ensure that our heroes will never again end up on a secret waiting list. #PJNET #VA http://t.co/h7C26QmBcK"
From: John McCain (Senator from Arizona),"Headed to #Scottsdale for event honoring Marshall Trimble, our wonderful #Arizona state historian"
From: Robert Latta (Representative from Ohio),"As National #Police Week comes to a close, I want to extend my thanks to our national &amp; local #OH5 law enforcement officers for all you do!"
From: Ileana Ros-Lehtinen (Representative from Florida),Miss me on @wsvn last night w @blakeburman? Watch my comments on the re-opening of the government here. http://t.co/Rikqfm0MFf
From: Mike Quigley (Representative from Illinois),@MidwestSarabeth sounds like he's one tough player! Sure he'd teach the kids well
From: Daniel Coats (Senator from Indiana),Tonight on @cspan you can watch @GovPenceIN give his first State of the State Address - LIVE at 7pm ET http://t.co/JTC5Dr3J
From: Dana Rohrabacher (Representative from California),@HowardMatis Where do you say that 97%figure comes from? If U don't know or do not know &amp; if U do its claim is obviously bogus.
From: Cory Booker (Senator from New Jersey),@JennMurch Thanks for the kind feedback.
From: Tammy Duckworth (Representative from Illinois),Good turnout at this morning's townhall @HinesVAH on Vets concerns. I'm here to listen to my fellow Vets and raise my concerns.
From: Scott Peters (Representative from California),Spoke w @KUSI_News re: my telemedicine bill for vets &amp; service members. San Diego‰Ûªs #innovation econ. leading way. http://t.co/fDsX14oeiF
From: Scott Peters (Representative from California),"Across #CA52, innovators are starting new ventures. I‰Ûªm proud to stand with them on National #EntrepreneursDay"
From: Jim Himes (Representative from Connecticut),Still waiting on Potus.... #coequalbranches
From: Elijah Cummings (Representative from Maryland),Baltimore County Md. Health - Back to School Free Immunizations http://t.co/WiBCnRIG4z
From: Niki Tsongas (Representative from Massachusetts),GOP is ZERO for 38 on attempts to repeal #Obamacare. RT if you want Congress to stop wasting time &amp; focus on jobs. http://t.co/6lsV5vsbLX
From: Joe Garcia (Representative from Florida),@gianezmusic my pleasure! Honored to represent #KeyWest!
From: Tim Griffin (Representative from Arkansas),@TobinWilliamson Appreciate the feedback!
From: Gus Bilirakis (Representative from Florida),Today I participated in an @ECcures roundtable to talk personalized medicine: http://t.co/jYJI3Lrsxb
From: Kelly Ayotte (Senator from New Hampshire),"Boko Haram's abduction of more than 200 girls in Nigeria is horrific, and we demand and pray for their safe release. #BringBackOurGirls"
From: Patrick Leahy (Senator from Vermont),"Read Judy Gross's appeal for release of her husband Alan, in #USAToday #BringAlanHome  ‰ÛÒ http://t.co/cjNAJw2M0q @JCRCgw"
From: Bill Flores (Representative from Texas),Please check out my latest e-newsletter: http://t.co/SzSoA625gf #TX17
From: Kevin Brady (Representative from Texas),"So, Carney believes a wage gap is OK at the White House as long as it's better than the national average? http://t.co/So2XtrWD1Q"
From: Ken Calvert (Representative from California),"Another state experiencing ObamaCare rate shock, individual insurance rates rising 30 to 40 percent http://t.co/MFXshTXY0d"
From: James Clyburn (Representative from South Carolina),Emily and I are deeply saddened by the passing of our long-time friend Major Owens.
From: Brad Wenstrup (Representative from Ohio),"Today we passed H.R. 5, reducing the federal footprint in education &amp; restoring local control to support teachers &amp; empower parents"
From: Terri Sewell (Representative from Alabama),#TBT to when I joined @repjohnlewis &amp; actor activist @iJesseWilliams at @WhiteHouse for launch of #mybrotherskeeper. http://t.co/JteDo6lYZk
From: Charles Boustany Jr. (Representative from Louisiana),I'm a NO vote for the authorization of military force in Syria. Read why here: http://t.co/XqqDxMxmGE #LA03
From: Michele Bachmann (Representative from Minnesota),No child should be held back due to zip codes. Proud to support quality &amp; choice in education this #CharterSchoolWeek http://t.co/uEcMb16kH6
From: Fred Upton (Representative from Michigan),Finding a path to 21st century cures --&gt; http://t.co/a06h8aIBDH Don't miss my op-ed with @RepDianaDeGette via @HuffPostPol #Path2Cures
From: John Barrasso (Senator from Wyoming),#POTUS needs to tell his DOE to expedite the existing #LNG permit process &amp; set firm deadlines for DOE to act on all pending applications.
From: William Thornberry (Representative from Texas),The House of Representatives will spend 15% less on its own operations this year than it did three years... https://t.co/FLzKexUtGI
From: C.A. Dutch Ruppersberger (Representative from Maryland),Voted for blue crabs in the USA Today and 10 Best's contest for the U.S. city with the most iconic food: http://t.co/ql5ypgSAUO
From: John Carter (Representative from Texas),Approps committee approves the FY14 Leg Branch Approps Bill reducing House office budgets by 17.6% since 2010 http://t.co/FKGoQvdUHR
From: Dean Heller (Senator from Nevada),RT @UNLVAthletics: Great photo of Coach Tark with his statue from this afternoon. #UNLVmbb http://t.co/HsoTY3jbS1
From: JosÌ© Serrano (Representative from New York),Me uno a todos en PR en pro de la liberacion de Oscar Lopez. Seguiremos haciendole esa peticion a la Casa Blanca @WKAQ580 @noticel @VoceroPR
From: C.A. Dutch Ruppersberger (Representative from Maryland),Watch the cyber bill roll-out live at 2 PM: http://t.co/e7Kh75qr
From: Nancy Pelosi (Representative from California),"Spent quality time with our next POTUS (on TV), @OfficialJLD to talk life as women leaders: http://t.co/lxirN6UgcW. http://t.co/0TtxYytoIc"
From: Tim Huelskamp (Representative from Kansas),More explosive revelations about #NSA spying in @WSJ. When is enough enough?  http://t.co/i1Iephdshf
From: Michael Fitzpatrick (Representative from Pennsylvania),.@NoLabelsOrg Problem Solvers line in Upper Senate Park before the big announcement http://t.co/9KltRcgBBJ
From: Niki Tsongas (Representative from Massachusetts),"Proud to support bill in House to provide aid to #Sandy victims, natural disaster relief should never fall victim to partisan politics"
From: Adam Kinzinger (Representative from Illinois),ICYMI: Bipartisan jobs training bill has potential via @saukvalley http://t.co/fovVKa3vV4 cc: @RepJoeKennedy @RodneyDavis @RepJaredPolis
From: Brian Higgins (Representative from New York),RT @PhillipsLytle Check out the latest progress on our new location @CanalsideBflo! http://t.co/Qr0L6QRS4C
From: Sheldon Whitehouse (Senator from Rhode Island),.@chrislhayesåÊLooking forward to joining you tonight on @allinwithchris to talk #Elections2014. @msnbc
From: Kirsten Gillibrand (Senator from New York),"Inspiring @TheDailyShow interview w/Fawzia Koofi, author &amp; Afghanistan's 1st female Parliament Spkr: http://t.co/bga1Rn8I #offthesidelines"
From: Morgan Griffith (Representative from Virginia),"Rep. Griffith‰Ûªs #VA09 STAFF will be holding office hours tomorrow, 6/4, in Marion, Covington, New Castle, &amp; Bristol: http://t.co/jF8ddfxEhO"
From: Keith Ellison (Representative from Minnesota),How hard is it to pay rent on the minimum wage in #MN? Find out from @MN2020: http://t.co/3oSI7efXPH
From: Jim Himes (Representative from Connecticut),Watched the police video of Reese Witherspoon's arrest. I think I just lost 25 IQ points. And not sure I had them to spare. Thanks @CNN.
From: Tim Scott (Senator from South Carolina),@TimScottHR great name btw.
From: Robert Pittenger (Representative from North Carolina),We're urging Pres Obama to help #SaveSaeed http://t.co/B0Ahd6MFEN http://t.co/5qsaXMFwRD @CongressmanGT @CongCulberson
From: Kay Granger (Representative from Texas),Congrats to Olympia Williamson: 2013 Air National Guard Outstanding Guard of the Year! We're so proud and grateful! #NationalGuard
From: Eleanor Norton (Representative from NA),"Government-to-Go: Need help with a federal agency? A caseworker from my office will be at MLK Library, tomorrow, 2 - 4pm. @dcpl #NortonG2G"
From: Bennie Thompson (Representative from Mississippi),"Jackson needs strong, competent leadership. I've taken a good look at each of the candidates and have decided who I am supporting."
From: Chris Collins (Representative from New York),ICYMI: ‰ÛÏAppreciation for our small businesses‰Û via @thehill by @SmallBizGop Chairman Graves http://t.co/llVP7fa4bH. #NSBW #SmallBiz
From: Richard Neal (Representative from Massachusetts),@EPA grants making rehabbing and revitalizing mills a reality in #Ludlow and #Lee. http://t.co/7hFiPXwsQF
From: Mark Pryor (Senator from Arkansas),@AlanDapp82 It was great to meet y'all. Go Hogs!
From: AndrÌ© Carson (Representative from Indiana),@WTHRcom I took the #bluepledge and am headed out to a few Indy neighborhoods for tonight's #NightOutAgainstCrime
From: John Kline (Representative from Minnesota),Humbled by the opportunity to continue leading @EdWorkforce next Congress and working to address the significant challenges we face.
From: Paul Gosar (Representative from Arizona),Great discussing small business issues today with members of the @azrestassn. #WeRRestaurants http://t.co/8ktuSeAYLr
From: Cory Booker (Senator from New Jersey),@ArchbishopYoung God Bless you too!
From: Debbie Wasserman Schultz (Representative from Florida),The #GOPShutdown is hitting home for @JohnBoehner &amp; it's not good. Hoping he watches this &amp; finally calls a vote ‰ÛÓ&gt; http://t.co/DCwRWmv6mM
From: Jim Jordan (Representative from Ohio),5 Facts About One Terrible Government Program http://t.co/hdggL9HIA0 @DailySignal
From: Kevin Brady (Representative from Texas),Touring the Ball Manufacturing plant in Conroe made me a little thirsty for some reason... http://t.co/LxxnGYKxL7
From: John McCain (Senator from Arizona),US delegation here in #Ukraine will hold press conference in about an hour to discuss our visit - livestream: https://t.co/Ds517hMUWz
From: Denny Heck (Representative from Washington),Today I'm saluting the #QueenofKING @JeanEnersenK5 for covering  the news in our area for 42 years.
From: Cory Gardner (Representative from Colorado),I agree w/ @kirstenpowers10 -- Demand an end to media blackout on Kermit #Gosnell trial. http://t.co/yLZJJEwzYL #Prolife #abortion
From: Kurt Schrader (Representative from Oregon),"Saturday I attended the demobilization ceremony for two returning Natl Guard units who were deployed overseas. Thank you, and welcome home!"
From: Bill Cassidy (Representative from Louisiana),Be a voter! Come out this Saturday and cast your ballot for @BillCassidy! #VoteCassidy http://t.co/cnRARP3dze http://t.co/j55hWPvaNp
From: Lynn Jenkins (Representative from Kansas),Had the opportunity to speak to the employees at Valu Merchandisers in Fort Scott right before my tour! Thanks all! http://t.co/nKVn9cO1aS
From: Denny Heck (Representative from Washington),ICYMI: Read @theolympian editorial on my new COMMUTE Act: http://t.co/YeG3gadZcD
From: John Barrow (Representative from Georgia),I accepted the #ALS #IceBucketChallenge &amp; I nominate @dekecopenhaver @hardiedavis @RepSinema &amp; @RepMurphyFL: WATCH:  http://t.co/kUsaWr7mYp
From: Tim Huelskamp (Representative from Kansas),So what Dr. Lynch is saying is that the @DeptVetAffairs has the wrong goals. #LameExcuses #10 http://t.co/9iNMTfnW2a
From: Henry Cuellar (Representative from Texas),Heading back to DC for some of the coldest weather on record #winter #backtosession #polarvortex
From: Larry Bucshon (Representative from Indiana),Great discussion today in Vincennes on how we can best address workforce development here in S. Indiana. #IN08 http://t.co/YewfBHVRhs
From: Alan Grayson (Representative from Florida),Let me say to the NSA...: There is no threat to America when I talk to my mother! #MindYourOwnBusinessNSA https://t.co/Mrf8HtwlGs
From: Billy Long (Representative from Missouri),"Reagan 1987 ""Mr. Gorbachev - tear down this wall."" He didn't but the people did 2 years later 25 years ago today, and that was a good thing."
From: Daniel Webster (Representative from Florida),"Met w/ the art teacher, Ms. Deirdre Daniel at Winter Haven High to share info about the Congressional Art Competition http://t.co/6aKxbIWNOO"
From: Kirsten Gillibrand (Senator from New York),.@ABCNews on the efforts underway at the US @AF_Academy to change the culture &amp; root out sexual assault perpetrators: http://t.co/ZudHJfl4Ni
From: Stephen Lynch (Representative from Massachusetts),We will also be taking questions for our forum from Twitter! Tweet your Syria question for Rep. Lynch using the hashtag: #lynchsyriatownhall
From: Spencer Bachus (Representative from Alabama),Had a good meeting at Kaiser Aircraft this week to discuss preserving jobs and bringing more aerospace work to Birmingham
From: Steven Chabot (Representative from Ohio),Thanks to @cincybuilders for hosting me today to discuss the housing market and growing the economy. #4jobs http://t.co/4hieTwF5Us
From: Randy Neugebauer (Representative from Texas),Yet another Democrat joins me in bipartisan agreement- #ObamaCare will hurt small business http://t.co/X1dkG8iP81
From: Lucille Roybal-Allard (Representative from California),"Next Wed, I'll be introducing #HEAA2014, a bill to improve #HealthEquity. I spoke about HEAA to Hill staff today. http://t.co/B0wCu57nct"
From: Jack Reed (Senator from Rhode Island),Congrats to Emma Joy Galvin on receiving 2013 Angels in Adoption award for her work to improve the lives of children. http://t.co/fsws7HrV3n
From: Mick Mulvaney (Representative from South Carolina),I'm hosting a #townhall meeting in Rock Hill next week. Nov.6 @ 6 pm-Baxter Hood Ctr; York Tech-452 S. Anderson Rd RT!  #sctweets
From: Ami Bera (Representative from California),Held telephone town hall on women‰Ûªs health last night ‰ÛÒ thanks @acognews &amp; @PPMarMonte for taking part! cc: @PPact http://t.co/4grsyRb8Dn
From: Thad Cochran (Senator from Mississippi),Enjoyed visiting with @AIPAC members from Mississippi today about the importance of the U.S-Israel relationship. http://t.co/9EWZVHf6id
From: Kelly Ayotte (Senator from New Hampshire),"A sure sign that summer is just around the corner! - ""Mount Washington makes its first cruise of the season"" http://t.co/qEPDWbedKU"
From: Reid Ribble (Representative from Wisconsin),Stay warm today northeast Wisconsin.
From: Bill Johnson (Representative from Ohio),Congrats to the Eastern HS Lady Eagles-the 2013-14 Div IV OHSAA girls basketball champs-Way to make Meigs Co. proud! https://t.co/RrkyxTuCnk
From: Bill Huizenga (Representative from Michigan),.@WashingtonPost Fact Checker shoots down @WhiteHouse notion of smear campaign http://t.co/rRzKUifgco #tcot #DemandAnswers #Benghazi
From: Jackie Walorski (Representative from Indiana),Thanks for having me! RT @PeruHighSchool: @RepWalorski did a fantastic job &amp; is welcome back anytime. http://t.co/4WBdIoQf8o
From: Doc Hastings (Representative from Washington),I will join my colleagues on the steps of the Capitol this morning in honor of the twelfth observation of #Sept11 2001. #NeverForget911
From: Ed Perlmutter (Representative from Colorado),"I posted 5 photos on Facebook in the album """" http://t.co/5A1AowWqqw"
From: John Boozman (Senator from Arkansas),@SenateAg showcase features #biobased industry leaders. Happy to welcome Springdale's BioBased Technologies. http://t.co/0gNsWwTO2Z
From: Tom Cotton (Representative from Arkansas),ICYMI: My statement on the Iranian elections in @HFACrepublicans subcommittee hearing today http://t.co/AMmjFRx5a4
From: Gerald Connolly (Representative from Virginia),"GOP attempts to take away FEHBP for federal employees is nothing but a cynical, political stunt http://t.co/luchBWX4dn"
From: John Garamendi (Representative from California),Some good news for Glenn County with new low-interest loan from #USDA for new medical center http://t.co/B1GHp857gl
From: Ami Bera (Representative from California),Reading is critical. That's why I spent time with Reading Partners and students yesterday. They recruit volunteer tutors for 1 on 1 work.
From: Bruce Braley (Representative from Iowa),With old friends Maria &amp; Bill Bribriesco last night in Davenport. @mariabribriesco @scottcodems @iowademocrats http://t.co/1omRDbkIlW
From: Steve Pearce (Representative from New Mexico),"23,116,441 American households on food stamps in March: a new record high."
From: Mark Warner (Senator from Virginia),Hanging out in studio at Lite98 this morning w/Bill and Shelley. #rva @ Clear Channel Richmond http://t.co/3DfXoiIuEZ
From: Mark Udall (Senator from Colorado),100 @FEMA workers in #CO furloughed. #Shutdown = harming critical #COflood recovery efforts &amp; must end NOW. #EnoughAlready #LetHouseVote
From: Kevin Brady (Representative from Texas),RT @WaysandMeansGOP: ICYMI: Camp talked with @TeamCavuto about the #IRS continuing to target Tea Party Groups http://t.co/tI94rA5ZXR
From: Gregg Harper (Representative from Mississippi),Good-paying jobs and more opportunities are the foundations to help build better lives for all Americans. #WhereAreTheJobs Mr. President?
From: Lucille Roybal-Allard (Representative from California),Danced up a storm at the Bell Gardens Senior Center Senior Prom! http://t.co/LGL7aIc157
From: David Schweikert (Representative from Arizona),All AZ is heartbroken tonight over loss of life in #YarnellFire. Joyce and I are praying for #YavapaiCounty &amp; families of 1st responders
From: Eric Swalwell (Representative from California),@LaurenBayly @kkllddbb My pleasure.  Please let me know if there's anything else I can do to help.
From: Scott Perry (Representative from Pennsylvania),"Yesterday in 1765, the Stamp Act was passed. Taxes are necessary, excessive taxes restrict economic growth &amp; liberty. http://t.co/nd5tvXn2Cz"
From: Christopher Murphy (Senator from Connecticut),4 tests for ISIS strategy: 3) stay out of the Syrian civil war; this could badly backfire on US if we get it wrong.
From: Frank LoBiondo (Representative from New Jersey),Applaud @FAANews &amp; @AUVSI raising awareness of unmanned aerial hobbyists of when/where can &amp; cannot fly  #KnowB4UFly https://t.co/LIfaY1KdZn
From: John Barrow (Representative from Georgia),Speaking on the House floor tonight to honor my friend &amp; mentor @john_dingell who became the longest serving Member of Congress this month.
From: Michael Fitzpatrick (Representative from Pennsylvania),Families in Bucks and Montgomery County know there is no such thing as a free lunch.... http://t.co/K2vGNzAasX
From: Scott DesJarlais (Representative from Tennessee),"Over the weekend, the House unanimously voted to approve backpay for furloughed workers: http://t.co/kD5J63CC2c"
From: Brett Guthrie (Representative from Kentucky),"RT @speakerboehner: 150 years ago, today, Abraham Lincoln sparked a ""new birth of freedom"" w/ his #GettysburgAddress: http://t.co/gXQG2g4MiT"
From: Emanuel Cleaver II (Representative from Missouri),"To them and to you, I say Happy Earth Day."
From: Kirsten Gillibrand (Senator from New York),"To ease travel delays, I've intro'd bill that wld reinstate air-traffic controllers by ending tax break for corp jets http://t.co/YxohxqEXFT"
From: Robert Pittenger (Representative from North Carolina),"""Praising my way through"" Thanks to. Chorus @ Christian Faith Assembly Church in Charlotte..about to speak.. http://t.co/8ZrBJeNInB"
From: Dianne Feinstein (Senator from California),June is Great Outdoors Month and there is no better state to experience the outdoors than California. http://t.co/PYrwTgV69f
From: Niki Tsongas (Representative from Massachusetts),Listen to my full interview with @WGBH Radio here http://t.co/xHApeVU8It
From: Candice Miller (Representative from Michigan),Come enjoy the exceptional artwork of our local young artists http://t.co/xvKntxgEkh http://t.co/3cHHk0XEKd
From: Orrin Hatch (Senator from Utah),‰ÛÏCosponsored bipartisan sportsmen‰Ûªs bill to make public lands more accessible &amp; increase rec use on public lands -ogh http://t.co/P1QXyJZYU6
From: Trey Gowdy (Representative from South Carolina),"The @postandcourier says the IRS case is ""not closed"" in their editorial: Rising evidence against IRS http://t.co/Syzo57r8gE"
From: Niki Tsongas (Representative from Massachusetts),"ICYMI: My OpEd via @EagleTrib ‰ÛÒ real people, real consequences of not #RenewUI http://t.co/TJnMvnUD61"
From: Ileana Ros-Lehtinen (Representative from Florida),"Vean domingo @ 1130am p oir sobre mi viaje a #Israel, disidentes cubanos, y enlace de #Norcorea y #Cuba en @MichaelPutney show. @WPLGLocal10"
From: Ileana Ros-Lehtinen (Representative from Florida),We must ensure that @iflymia has all #Ebola preparedness measures in place 2 prevent a future health crisis http://t.co/nTKONuZBm7
From: Bruce Braley (Representative from Iowa),Randy Black takes break from decorating the White House to join us in the Clear Lake parade.  #4thofJuly #IowaValues http://t.co/jyqimo96fV
From: Frank Lautenberg (Senator from New Jersey),TY &amp; keep fighting! MT @CecileRichards Sending a special Happy Valentines wish to @FrankLautenberg - a lifelong champion for women &amp; girls!
From: Michael Fitzpatrick (Representative from Pennsylvania),"RT @JBohenReports Fitzpatrick, House Pass ‰Û÷FOR VETS Act‰Ûª http://t.co/cHaNMmay8Q"
From: Mo Brooks (Representative from Alabama),Town Hall tonight at the Priceville City Hall at 7 PM - hope y'all will come out and join the discussion! http://t.co/SAkxKBmyuS
From: Michael Enzi (Senator from Wyoming),"RT @GretchenCarlson: He predicted current Obamacare debacle in 2010, proposed bill to prevent it, all Dems voted no.  @SenatorEnzi (R-WY) j‰Û_"
From: Shelley Capito (Representative from West Virginia),"Johnny Matheny of Red House showing me the latest @DARPA prosthetics, which will help injured servicemembers. http://t.co/Nw1aDBSbQy"
From: Ileana Ros-Lehtinen (Representative from Florida),#Jordan is a great friend + ally of US in MidEast. Pleased 2 support resolution recognizing our important partnership 4 peace + security.
From: Frank Wolf (Representative from Virginia),ICYMI: Wolf highlights CJS provisions in 2014 Omnibus http://t.co/Q0iV5Sk0L7
From: Kelly Ayotte (Senator from New Hampshire),Hosting roundtable in Manchester this AM w NH business owners to discuss my ongoing efforts to stop #onlinesalestax
From: Chris Collins (Representative from New York),ICYMI: ‰ÛÏ200 lawmakers push EPA to rescind water regulation‰Û via @TheHill: http://t.co/eVJptVRI5E.
From: Michael Fitzpatrick (Representative from Pennsylvania),Had a blast speaking to members of Cub Scout Pack 199 in #Sellersville this week about our nation's history and... http://t.co/nmGVG5iEc9
From: Sheila Jackson-Lee (Representative from Texas),FACT: States that raised the minimum wage saw higher job growth than states that did not. http://t.co/gZxkJwR7Qq #RaiseTheWage
From: Robert Hurt (Representative from Virginia),ICYMI: Daily Progress: Hurt staffers available for constituent issues in Madison on Friday: http://t.co/LTjgRwgyGh
From: Hank Johnson (Representative from Georgia),It was a singular honor to speak at the 2014 Dr. King Commemorative Service @ Ebenezer Baptist Church on Monday: http://t.co/WyMrWWA9Zt
From: Glenn Thompson (Representative from Pennsylvania),Opinion: Thompson and National #PTA President Voice Opposition to Proposal to Eradicate Funding for #School Websites http://t.co/PUY2JtZn2z
From: Edward Markey (Senator from Massachusetts),"Blowout preventers shd be failsafe, not destined to #fail.New @chemsafetyboard rpt on BP #oilspill says BOPs unsafe http://t.co/mpvja2jGRO"
From: Keith Ellison (Representative from Minnesota),"RT @JackieTortora: RT @keithellison: It‰Ûªs time to #Standup2Shutdown &amp; put furloughed workers back to work! Join tomorrow, outside the US Ca‰Û_"
From: Patrick Murphy (Representative from Florida),Today I visited the Tropicana &amp; Packers of Indian River facilities in #FL18 to discuss #LocalJobCreation. http://t.co/YIg9SBii
From: Barbara Mikulski (Senator from Maryland),"As people work hard to find jobs, they should have a safety net there to support them. It‰Ûªs time to act! #RenewUI"
From: Cheri Bustos (Representative from Illinois),".@psychgallica #sequester could lead to furloughs at RI Arsenal &amp; other job losses, that's why I have always opposed it #AskDems"
From: Dave Joyce (Representative from Ohio),Have you signed up for my weekly #OH14 e-newsletter? Please click here to add yourself to my mailing list: http://t.co/f4piI0MUP7
From: Lloyd Doggett (Representative from Texas),Stopped by @ksatnews in SA today to talk about the doubling of student loan rates &amp;  comprehensive immigration reform http://t.co/GXw2umXvUD
From: Chris Collins (Representative from New York),#Obamacare‰Ûªs definition of full-time employment as working 30 hours a week is hurting our economy and our workers.
From: Susan Collins (Senator from Maine),NOW: Sen. Collins at @SenateApprops hearing on President's supplemental request for unaccompanied children: http://t.co/1x61ipcZIc
